ESCOURI,ID,UUIDHISTORY,PREFERREDLABEL,ALTLABELS,DESCRIPTION,ISCOGROUPCODE,CODE
http://data.europa.eu/esco/occupation/f634ce9b-68a5-4a8a-af4a-ed13fc0deba9,key_3514,8f467e9e-8e27-4ab5-9490-95a41c3a17b8,smírčí soudce/smírčí soudkyně,"smírčí soudce
smírčí soudkyně",Smírčí soudci se zabývají malými žalobami a spory a méně závažnými trestnými činy. Zajišťují zachování klidu v rámci své jurisdikce a poskytují mediaci mezi stranami sporu.,3411.0,3411.9
http://data.europa.eu/esco/occupation/f643bff3-74ef-48d1-b033-820e2d8659e9,key_3515,b3be882e-41c2-4b98-b17a-18e1a9dcfe61,dispečer železniční dopravy/dispečerka železniční dopravy,"dispečerka železniční dopravy
dispečer železniční dopravy","Dispečeři železniční dopravy vydávají signály a pomáhají zajistit, aby vlaky fungovaly bezpečně a včas. Pracují v řídicím centru za účelem řízení pořadí a pohybu vlaků a zajištění bezpečnosti za všech okolností. Odpovídají za udržování bezpečnostních norem při běžném provozu vlaků a rovněž při provozu za zhoršených podmínek nebo při mimořádných provozních situacích.",4323.0,4323.13
http://data.europa.eu/esco/occupation/f6803a58-91d9-4251-9a07-09fc387cec16,key_3516,f95a33a0-c15a-4c30-9651-4f936db4befa,hudebník/hudebnice,"instrumentalista
instrumentalistka
první houslista
první houslistka
hudebnice
hudebník","Hudebníci zajišťují vokální či instrumentální produkci, která může být zaznamenána nebo sloužit pro publikum. Ovládají jeden nebo více nástrojů nebo svůj hlas. Hudebník může rovněž psát a transponovat hudbu.",2652.0,2652.3
http://data.europa.eu/esco/occupation/f6811475-94d4-4d13-8d5f-f173978ae7ec,key_3517,395e7c5e-8d52-49e5-916a-e72860bb3499,funkcionář politické strany/funkcionářka politické strany,"stranická funkcionářka
stranický funkcionář
funkcionář politické strany
funkcionářka politické strany","Funkcionáři politických stran řídí administrativní úkoly politické strany, jako je správa rozpočtu, vedení záznamů, sestavování pořadů jednání atd. Rovněž zajišťují produktivní komunikaci s vládními orgány, tiskem a médii.",2432.0,2432.7
http://data.europa.eu/esco/occupation/f6ca9392-708d-46cb-a2e9-51519595baa2,key_3518,0f50287d-51ce-4166-a3bc-19b0f59f9b6e,učitel dramatické výchovy na střední škole / učitelka dramatické výchovy na střední škole,"učitel dramatické výchovy pro střední školy
profesorka dramatické výchovy
středoškolský učitel dramatické výchovy
profesor dramatické výchovy
učitelka dramatické výchovy pro střední školy
středoškolská učitelka dramatické výchovy","Učitelé dramatické výchovy na střední škole poskytují vzdělání studentům, obvykle dětem a mladým dospělým na středních školách. Obvykle se jedná o odborné učitele, kteří se specializují ve svém oboru, dramatické výchově, a vyučují jej. Připravují učební plány a materiály, sledují pokrok studentů a v případě potřeby jim individuálně pomáhají a hodnotí jejich znalosti a výsledky v předmětu dramatická výchova prostřednictvím úkolů, testů a zkoušek.",2330.0,2330.1.6
http://data.europa.eu/esco/occupation/f6f1a9c5-a956-4a10-98ad-b83525e843fb,key_3519,7379c3b8-c4cd-40f5-ae0f-5988073fd007,pracovník/pracovnice plničky sypaného materiálu,"pracovník podávacího zařízení sypaného cukru
pracovnice plničky sypaného materiálu
pracovník plničky sypaného materiálu
pracovnice podávacího zařízení sypaného cukru","Pracovníci plničky sypaného materiálu dávají potravinářské výrobky do sudů, kádí nebo nádob spolu s předepsanými množstvími konzervantů, jako je sůl, cukr, lák, sirup nebo ocet, a to za účelem výroby potravinářských výrobků.",8160.0,8160.8
http://data.europa.eu/esco/occupation/f7066fc0-5f2f-43a9-bd35-a99e6119490d,key_3520,49738c4d-685c-4697-9092-bd5ba5d6ef1f,ošetřovatel zvířat v zoo/ošetřovatelka zvířat v zoo,"ošetřovatel zvířat v zoo
ošetřovatelka zvířat v zoo","Ošetřovatelé zvířat v zoo řídí zvířata chovaná v zajetí pro účely ochrany, vzdělávání, výzkumu a /nebo pro veřejnost. Obvykle odpovídají za krmení a denní péči a dobré životní podmínky zvířat. V rámci svých běžných činností čistí ošetřovatelé zvířat v zoo výběhy a oznamují možné zdravotní problémy. Mohou být rovněž zapojeni zejména do vědeckého výzkumu nebo veřejného vzdělávání, jako je vedení prohlídek s průvodcem a zodpovídání otázek.",5164.0,5164.1.3
http://data.europa.eu/esco/occupation/f70e5875-df7e-40be-a315-3ac1c9d36d64,key_3521,870dbe16-172c-435f-8276-900d1e5ecb58,vedoucí prodejny second hand,vedoucí second handu,Vedoucí prodejen second hand jsou zodpovědní za činnost specializovaných obchodů a jejich zaměstnance.,1420.0,1420.4.37
http://data.europa.eu/esco/occupation/f7145f87-5940-43f5-bc98-aa1a2b872b47,key_3522,db39d3b4-0add-4125-8589-93bc49e274a4,mechanik zemědělských zařízení/mechanička zemědělských zařízení,"specialista na zemědělská zařízení
mechanik zemědělských zařízení
specialistka na zemědělská zařízení
mechanička zemědělských zařízení","Mechanici zemědělských zařízení provádí běžné i generální opravy a údržbu zemědělské techniky, včetně traktorů a orného, secího a sklizňového zařízení. Provádějí hodnocení zařízení, preventivní činnosti údržby a opravy.",7233.0,7233.8.1
http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523,key_3523,b9ffb935-46af-4779-8248-84b82688b077,osobní trenér ve fitness/osobní trenérka ve fitness,"osobní trenér ve fitness a výživový poradce
osobní trenérka ve fitness
osobní trenér ve fitness
osobní trenérka ve fitness a výživová poradkyně","Osobní trenéři ve fitness navrhují, provádějí a hodnotí programy cvičení nebo programy pro fyzickou aktivitu pro jednoho nebo více jednotlivých zákazníků tak, že shromažďují a analyzují jejich údaje. Usilují o zajištění účinnosti osobních programů cvičení. Osobní trenér ve fitness by rovněž měl aktivně povzbuzovat potenciální klienty, aby se účastnili pravidelných programů a dodržovali je, a využívají při tom vhodné motivační strategie.",3423.0,3423.2.2
http://data.europa.eu/esco/occupation/f738f568-b4ff-4f23-acb7-5f99d9a3b393,key_3524,7a15d1bd-3775-496d-a30d-e30aa0484da2,specialista zahraničního obchodu v oblasti mléčných výrobků a jedlých olejů/specialistka zahraničního obchodu v oblasti mléčných výrobků a jedlých olejů,"specialista zahraničního obchodu v oblasti mléčných výrobků a jedlých olejů
specialistka zahraničního obchodu v oblasti mléčných výrobků a jedlých olejů","Specialisté zahraničního obchodu v oblasti mléčných výrobků a jedlých olejů mají a uplatňují hluboké znalosti o dovozu a vývozu zboží, včetně celního odbavení a dokumentace.",3331.0,3331.2.1.9
http://data.europa.eu/esco/occupation/f73e11e7-0eb8-4a46-b2e1-9e544c2f3652,key_3525,5458773e-0723-4cba-b5b5-735968c60b84,obsluha strojů na konečnou úpravu textilu,"strojník čištění textilu
úpravář textilií
strojnice čištění textilu
strojnice sušení textilu
úpravářka textilií
strojník sušení textilu","Obsluha strojů na konečnou úpravu textilu řídí výrobu textilií, dohlíží na ni a provádí údržbu strojů na konečnou úpravu textilu.",8154.0,8154.4
http://data.europa.eu/esco/occupation/f7450c1f-20b7-45dd-b3bb-25095830bf3f,key_3526,5fa8d9b6-ce2a-41be-b95c-e3ac9c39bdc0,úředník ministerstva zahraničních věcí/úřednice ministerstva zahraničních věcí,"konzulární úředník
úřednice ministerstva zahraničních věcí
konzulární úřednice
úředník ministerstva zahraničních věcí","Úředníci ministerstva zahraničních věcí analyzují zahraniční politiky a operace a vypracovávají zprávy o svých analýzách jasným a srozumitelným způsobem. Komunikují se stranami, které mají prospěch z jejich zjištění, a jednají jako poradci při vývoji nebo provádění zahraniční politiky nebo při podávání zpráv o ní. Úředníci ministerstva zahraničních věcí mohou rovněž vykonávat správní funkce v daném úřadu, jako je pomoc s problémy souvisejícími s cestovními pasy a vízy. Podporují přátelskou a otevřenou komunikaci mezi vládami a institucemi různých zemí.",2422.0,2422.12.7
http://data.europa.eu/esco/occupation/f756fdab-7726-4c48-bfcc-94ff8810fc08,key_3527,9fe2585c-b6f7-4b81-8380-221df7ff2306,pomocná síla v kuchyni,"pomocné síly v kuchyni
kuchtík
pomocnice v kuchyni
pomocník v kuchyni","Pomocné síly v kuchyni mají na starost umývání a čištění kuchyňských prostor, včetně hrnců, pánví, náčiní, příborů a nádobí. Připravují kuchyň před provozem a přijímají a skladují zásoby.",9412.0,9412.2
http://data.europa.eu/esco/occupation/f7b04542-d8c7-42db-8475-e63b507cce82,key_3528,3e2bfed3-d94d-454f-81cc-2858f39e2b21,recepční,,"Recepční jsou odpovědní za recepci podniku. Odpovídají na telefonické hovory, vítají hosty, předávají informace, odpovídají na dotazy a vydávají pokyny návštěvníkům. Jsou prvním kontaktním místem pro klienty a zákazníky.",4226.0,4226.1
http://data.europa.eu/esco/occupation/f7ddb68a-beba-4aa9-b5cb-d174d70ea724,key_3529,836083f7-395a-49ec-a081-c3d8c164ef2e,svářečský inspektor/svářečská inspektorka,"svářečská inspektorka
svářečský inspektor","Svářečští inspektoři ověřují spojení a svary kovů. Využívají vizuálních a elektrických nástrojů ke kontrole a zajištění kvality a bezpečnosti spojení. Svářečští inspektoři zajišťují, aby veškeré související činnosti týkající se svařování, plány a materiály odpovídaly příslušným pokynům v souladu s bezpečnostními předpisy. Kromě práce v terénu, kde provádějí zkoušky svářečských projektů, inspektoři tráví čas v kanceláři, kde koncipují své zprávy.",3115.0,3115.1.24
http://data.europa.eu/esco/occupation/f7f8c077-26ec-455f-8311-aeafbc24d9a5,key_3530,7e367a68-6952-4d38-a8ac-cd2499f15986,poradce pro pozůstalé/poradkyně pro pozůstalé,"poradce pro rodinné příslušníky zesnulého
poradce pro pozůstalé
poradkyně pro rodinné příslušníky zesnulého
poradkyně pro pozůstalé","Poradci pro pozůstalé podporují pacienty a jejich rodiny, aby se lépe vypořádali s úmrtím svých blízkých. Pomáhají jim v naléhavých situacích, v hospicích a při vzpomínkových událostech. Školí další profesionály a komunity a předvídají potřeby podpory spojené s úmrtím a reagují na požadavky na vzdělání.",2635.0,2635.1.1
http://data.europa.eu/esco/occupation/f817aab2-ec8a-45ec-88ef-c11e0f19fd85,key_3531,dfc664bc-02a7-46c5-baee-bdab02f66053,referent vzdělávání/referentka vzdělávání,"referentka vzdělávání
referent vzdělávání","Referenti vzdělávání provádějí výzkum, analýzu a rozvoj vzdělávacích politik a zavádějí tyto politiky s cílem zlepšit stávající vzdělávací systém. Snaží se zlepšit všechny aspekty vzdělávání, které budou mít dopad na instituce, jako jsou školy, vysoké školy a odborné školy. Úzce spolupracují s partnery, externími organizacemi či jinými zúčastněnými stranami a poskytují jim pravidelné aktualizace.",2422.0,2422.12.4
http://data.europa.eu/esco/occupation/f8304b4c-1220-4979-b2dd-47d2a2f0734a,key_3532,5dd6c21a-101e-4d5b-9586-a57fab885c92,prodavač ve starožitnictví/prodavačka ve starožitnictví,"prodavačka ve starožitnictví
prodavačka starožitností
obchodnice se starožitnostmi
prodejce starožitností
prodejkyně starožitností
prodavač starožitností
prodavač ve starožitnictví
obchodník se starožitnostmi",Prodavači ve starožitnictví prodávají starožitné zboží ve specializovaných prodejnách.,5223.0,5223.7.32
http://data.europa.eu/esco/occupation/f83f19ca-b816-484a-b8be-92b7785121ea,key_3533,8e84437f-d506-47ee-b2d3-e197b2659ef7,báňský bezpečnostní pracovník/báňská bezpečnostní pracovnice,"báňská inspektorka
báňská bezpečnostní pracovnice
báňský bezpečnostní pracovník
báňský inspektor","Báňští bezpečnostní pracovníci dohlížejí na systémy ochrany zdraví a bezpečnosti při těžebních operacích. Upozorňují na pracovní úrazy, sestavují statistiky nehod, odhadují rizika pro bezpečnost a zdraví zaměstnanců a navrhují řešení nebo nová měření a techniky.",3117.0,3117.4
http://data.europa.eu/esco/occupation/f8438d21-c726-4534-8d7c-1c5aa9ef05ef,key_3534,5b08c250-b0d9-48c3-b1d8-3a9d121da1c9,čistič textilního zboží a koberců/čistička textilního zboží a koberců,"čistička textilního zboží a koberců
čistič textilního zboží a koberců
čistička textilního zboží
čistič koberců
čistička koberců
čistič textilního zboží","Čističi textilního zboží a koberců čistí textilní zboží a koberce pro své klienty. Odstraňují skvrny, prach nebo zápach. Činí tak pomocí chemických a repelentních roztoků a kartáčů nebo mechanických zařízení.",9129.0,9129.1
http://data.europa.eu/esco/occupation/f84aae41-28cc-4aa0-a0df-e7c3030516fd,key_3535,af4c1d6e-7e99-4e6d-9467-b1c26cbdac9d,konzultant seznamovací služby/konzultantka seznamovací služby,"konzultant seznamovací agentury
konzultantka seznamovací agentury
konzultant seznamovací služby
konzultantka seznamovací služby","Konzultanti seznamovací služby poskytují klientům podporu při hledání a nalezení partnera a domlouvání schůzky. Poskytují personalizované poradenství, které pomáhá klientům se splněním jejich představ. Pracují také ve virtuálním prostředí, kde pomáhají uživatelům on-line při správě osobních profilů, zasílání zpráv a budováním kontaktů.",5169.0,5169.2
http://data.europa.eu/esco/occupation/f84dbfe2-fa6b-43ef-97f5-54c3ad9c631f,key_3536,ac344ef8-9685-4a7b-91a0-3f04ac8aa7c1,operátor příjmu surovin/operátorka příjmu surovin,"pracovnice příjmu surovin
operátor příjmu surovin
operátorka příjmu surovin
pracovník příjmu surovin","Operátoři příjmu surovin provádějí obsluhu a údržbu strojů a zařízení s cílem zajistit, aby byly splněny kvalitativní a kvantitativní požadavky při přijímání surovin. Používají zařízení k hodnocení produktů, jako jsou obiloviny, brambory, maniok atd. Skladují a distribuují produkty do jednotlivých zpracovatelských závodů.",4321.0,4321.1.3
